transaction_id,transaction_date,customer_id,product_id,count,sales,shipping_date,cancellation_date,status,name,hiragana,birth_date,gender,email,phone_number,mobile_number,post_code,address,product_name,brand,category,color,price
201905230005-1,2019-05-23,C-001779,VENB3,8,1782400,2019-05-31,,配達済み,小河原 雅史,おがわら まさし,1994-04-02,男,ogawara_1226@example.net,045-815-9765,070-2198-6665,247-6875,神奈川県川崎市高津区溝口2-5-12,Verge-U3-Mod,verge,ノートPC,Varied,229959.73
201905230007-1,2019-05-23,C-002404,INDB3,4,467200,2019-05-31,,配達済み,山下 幸,やました さち,1981-06-09,女,yamashita79@example.ne.jp,03-0353-3961,050-1417-5930,183-6230,東京都中央区日本橋本石町1-1-11,Inter-C3-Mod,Inter,デスクトップ,Varied,118539.51
201905230008-1,2019-05-23,C-003249,INNG1,1,84800,2019-06-01,,配達済み,工藤 真紀,くどう まき,1988-09-07,女,maki_kudou@example.net,046-061-8257,080-5337-4977,232-3187,神奈川県川崎市麻生区上麻生3-1-5,Inter-V1-Mod,Inter,ノートPC,Varied,85883.42
201905240000-1,2019-05-24,C-000249,VEDB7,8,1831200,2019-06-02,,配達済み,原 耕輔,はら こうすけ,1994-05-26,男,kosukehara@example.org,03-1048-3338,070-7902-3298,140-8806,東京都江戸川区中央2-4-1008ルミエール216,Verge-T7-Mod,verge,デスクトップ,Varied,228883.76
201905240001-1,2019-05-24,C-000352,INDB7,1,184800,2019-06-01,,配達済み,小島 秀和,こじま ひでかず,1975-10-26,男,hidekazukojima@example.net,03-9793-4246,080-2226-6412,200-7447,東京都渋谷区神宮前1-2-5パストラルハイム107,Inter-W5H-Mod,Inter,デスクトップ,Varied,180574.63
201905240001-2,2019-05-24,C-000352,IKW,1,3781,2019-06-03,,配達済み,小島 秀和,こじま ひでかず,1975-10-26,男,hidekazukojima@example.net,03-9793-4246,080-2226-6412,200-7447,東京都渋谷区神宮前1-2-5パストラルハイム107,ワイヤレスキーボード-Mod,キーボード,周辺機器,Varied,3814.84
201905240001-3,2019-05-24,C-000352,INNG3,3,410400,2019-06-04,,配達済み,小島 秀和,こじま ひでかず,1975-10-26,男,hidekazukojima@example.net,03-9793-4246,080-2226-6412,200-7447,東京都渋谷区神宮前1-2-5パストラルハイム107,Inter-V3-Mod,Inter,ノートPC,Varied,130884.26
201905240005-1,2019-05-24,C-001003,INNS5,2,319600,2019-06-01,,配達済み,藤原 良貴,ふじわら よしたか,1990-05-05,男,fujiwara114@example.co.jp,03-7639-1789,070-9153-9389,169-4947,東京都葛飾区細田1-1-6,Inter-Q5-Mod,Inter,ノートPC,Varied,159042.51
201905240007-1,2019-05-24,C-001703,ZEDB3,4,623200,2019-06-01,,配達済み,若松 瑞穂,わかまつ みずほ,1987-09-24,女,mizuho_wakamatsu@example.org,082-369-2284,070-1338-1638,734-9971,広島県広島市安芸区矢野東2-1-305,Zerace-L3-Mod,zerace,デスクトップ,Varied,157751.67
201905240008-1,2019-05-24,C-002590,TADB5,0,0,2019-05-30,,配達済み,杉野 尚子,すぎの なおこ,1975-02-11,女,sugino_naoko@example.com,03-5524-4441,050-0491-4518,157-7629,東京都新宿区四谷2-5-3,Tablet-E3-Mod,Tab,タブレット,Varied,118234.29
201905240010-1,2019-05-24,C-002610,INDB1,5,474000,2019-06-03,,配達済み,田沼 武彦,たぬま たけひこ,1983-09-11,その他・不明,tanuma103@example.org,0533-10-7078,070-6994-6205,490-4153,愛知県刈谷市一ツ木町3-1-9,Inter-C1-Mod,Inter,デスクトップ,Varied,94083.35
201905240012-1,2019-05-24,C-003302,CADB11,1,364800,2019-06-03,,配達済み,吉川 将史,よしかわ まさし,1982-04-21,男,yoshikawa_1031@example.jp,03-9715-1490,080-3304-3867,179-5983,東京都千代田区麹町2-4-17,Caps-XC5PH-Mod,caps,デスクトップ,Varied,349119.58
201905240012-2,2019-05-24,C-003302,PUNR1,1,67800,2019-06-01,,配達済み,吉川 将史,よしかわ まさし,1982-04-21,男,yoshikawa_1031@example.jp,03-9715-1490,080-3304-3867,179-5983,東京都千代田区麹町2-4-17,Puter-K1-Mod,puter,ノートPC,Varied,67590.59
201905240013-1,2019-05-24,C-003611,VENB7,1,309800,2019-06-04,,配達済み,林 恵美子,はやし えみこ,1987-12-22,女,hayashi33@example.net,0467-70-2210,070-9123-3257,212-3690,神奈川県横浜市中区元町2-5-3,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201905250001-1,2019-05-25,C-000451,CANB13,1,349800,2019-06-01,,配達済み,新田 ちえ,にった ちえ,1973-07-03,その他・不明,nittachie@example.co.jp,0897-73-1889,090-5706-4523,798-7742,愛媛県松山市三番町1-3-7,Caps-X10-Mod,caps,ノートPC,Varied,356273.2
201905250003-1,2019-05-25,C-001714,ZEDB7,2,433800,2019-06-03,,配達済み,塚田 雅人,つかだ まさと,2002-03-31,男,tsukada_masato@example.com,06-9832-7134,070-1982-6174,570-1059,大阪府大阪市北区天満1-1-10,Zerace-L7-Mod,zerace,デスクトップ,Varied,214397.57
201905250003-2,2019-05-25,C-001714,TADB5,2,248684,2019-06-06,,配達済み,塚田 雅人,つかだ まさと,2002-03-31,男,tsukada_masato@example.com,06-9832-7134,070-1982-6174,570-1059,大阪府大阪市北区天満1-1-10,Tablet-E3-Mod,Tab,タブレット,Varied,118234.29
201905250005-1,2019-05-25,C-002100,ZENB5,2,347600,2019-06-03,,配達済み,岡部 康一郎,おかべ こういちろう,1989-08-17,男,okabekoichirou@example.org,03-7516-4106,070-5533-8488,187-1023,東京都港区高輪1-1-4,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201905250007-1,2019-05-25,C-002949,CADB7,1,234800,2019-06-04,,配達済み,猿田 亜紀,さるた あき,1988-11-18,女,saruta_aki@example.net,0157-49-2472,080-9525-4186,053-7931,北海道上川郡東神楽町北一条西3-3-10ロイヤルメゾン305,Caps-XC5-Mod,caps,デスクトップ,Varied,227729.38
201905270000-1,2019-05-27,C-000237,CANB3,2,299600,2019-06-07,,配達済み,浅野 秀一,あさの しゅういち,1991-04-22,男,asanoshuuichi@example.org,03-7680-7535,050-3446-5012,140-7850,東京都荒川区東日暮里3-2-401,Caps-A3-Mod,caps,ノートPC,Varied,156361.08
201905270000-2,2019-05-27,C-000237,PUNS3,1,98740,2019-06-05,,配達済み,浅野 秀一,あさの しゅういち,1991-04-22,男,asanoshuuichi@example.org,03-7680-7535,050-3446-5012,140-7850,東京都荒川区東日暮里3-2-401,Puter-K2-Mod,puter,ノートPC,Varied,98080.84
201905270003-1,2019-05-27,C-000697,CANB11,1,289900,2019-06-06,,配達済み,鈴木 玲子,すずき れいこ,1975-05-26,女,suzuki_reiko@example.net,03-0369-1005,050-8167-0017,205-3310,東京都千代田区麹町2-5-13,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201905270004-1,2019-05-27,C-002012,TADB1,6,89820,2019-06-07,,配達済み,鈴木 弘樹,すずき ひろき,1985-04-02,その他・不明,suzuki_hiroki@example.net,09496-9-1066,090-7076-3551,838-8979,福岡県大牟田市大正町1-1-606,Tablet-E1-Mod,Tab,タブレット,Varied,14402.28
201905270005-1,2019-05-27,C-002568,TADB3,2,90684,2019-06-09,,配達済み,笹尾 武彦,ささお たけひこ,1997-09-20,男,takehiko_sasao@example.ne.jp,03-3796-7025,090-0027-1381,204-3632,東京都目黒区青葉台2-2-9,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201905270009-1,2019-05-27,C-003152,PUDB3,4,359760,2019-06-08,,配達済み,小宮 裕太郎,こみや ゆうたろう,1997-10-22,男,komiya129@example.jp,046-197-2694,090-4775-8217,233-3254,神奈川県川崎市多摩区長沢3-3-7,Puter-M2-Mod,puter,デスクトップ,Varied,85668.97
201905280001-1,2019-05-28,C-002012,INNS5,4,639200,2019-06-04,,配達済み,鈴木 弘樹,すずき ひろき,1985-04-02,その他・不明,suzuki_hiroki@example.net,09496-9-1066,090-7076-3551,838-8979,福岡県大牟田市大正町1-1-606,Inter-Q5-Mod,Inter,ノートPC,Varied,159042.51
201905300001-1,2019-05-30,C-000501,CADB11,3,1094400,2019-06-12,,配達済み,後藤 泰一郎,ごとう たいいちろう,1988-06-07,男,taiichirou_goto@example.org,06-0750-8783,080-9612-9546,581-8688,大阪府大阪市東住吉区住道矢田4-1-3,Caps-XC5PH-Mod,caps,デスクトップ,Varied,349119.58
201905300002-1,2019-05-30,C-000890,INDB9,1,216800,2019-06-10,,配達済み,森川 晃,もりかわ あきら,2003-03-04,男,morikawa_akira@example.co.jp,03-3684-4007,080-8956-1445,122-7817,東京都日野市三沢3-4-18,Inter-W5HP-Mod,Inter,デスクトップ,Varied,214841.49
201905300003-1,2019-05-30,C-001887,INNG1,2,169600,2019-06-05,,配達済み,金 美智子,きむ みちこ,1976-03-03,女,kimumichiko@example.jp,03-2142-5661,050-2333-2469,127-3222,東京都台東区台東3-2-5,Inter-V1-Mod,Inter,ノートPC,Varied,85883.42
201905300004-1,2019-05-30,C-002780,ZEDB7,4,867600,2019-06-07,,配達済み,齊藤 いずみ,さいとう いずみ,1985-05-27,女,saito_1118@example.org,03-7982-4619,080-4464-7658,118-3095,東京都港区西麻布3-4-10,Zerace-L7-Mod,zerace,デスクトップ,Varied,214397.57
201905300005-1,2019-05-30,C-003389,CADB1,17,2291600,2019-06-09,,配達済み,秦 和代,はた かずよ,1974-10-07,女,hata_kazuyo@example.org,0565-90-1491,070-8410-8318,482-5101,愛知県豊川市南大通3-3-13,Caps-B1-Mod,caps,デスクトップ,Varied,131331.1
201906010000-1,2019-06-01,C-002151,VEDB5,2,449600,2019-06-13,,配達済み,四宮 精一,しのみや せいいち,2003-07-15,男,shinomiya_seiichi@example.ne.jp,0569-98-1425,080-5356-7586,472-5763,愛知県名古屋市北区上飯田東町2-1-9,Verge-T5-Mod,verge,デスクトップ,Varied,217956.45
201906010001-1,2019-06-01,C-002980,INNS3,1,126800,2019-06-08,,配達済み,吉村 明子,よしむら あきこ,1985-12-22,女,yoshimuraakiko@example.jp,06-0437-8741,090-5306-1653,588-0807,大阪府大阪市淀川区西中島3-3-10,Inter-V3-Mod,Inter,ノートPC,Varied,126648.7
201906010005-1,2019-06-01,C-003348,TADB1,2,29940,2019-06-15,2019-06-20,キャンセル,松江 信之,まつえ のぶゆき,1975-03-27,男,matsue_nobuyuki@example.net,0256-43-5245,080-3817-6177,955-9075,新潟県妙高市栗原3-4-907,Tablet-E1-Mod,Tab,タブレット,Varied,14402.28
201906020000-1,2019-06-02,C-000115,PUNR3,2,197480,2019-06-12,,配達済み,近藤 裕美,こんどう ゆみ,1987-08-21,女,kondou917@example.jp,06-7550-9533,080-5406-1065,599-6256,大阪府大阪市住之江区東加賀屋1-3-3,Puter-K2-Mod,puter,ノートPC,Varied,100083.06
201906020001-1,2019-06-02,C-000166,VEDB15,4,3399200,2019-06-10,,配達済み,菊池 純一,きくち じゅんいち,2003-11-09,男,kikuchi_junichi@example.net,093-616-7179,080-0199-5886,805-2815,福岡県福岡市博多区住吉3-4-607,Verge-T9H3-Mod,verge,デスクトップ,Varied,846406.27
201906020002-1,2019-06-02,C-000194,INNG7,3,575400,2019-06-13,,配達済み,岡田 哲司,おかだ さとし,1978-06-26,男,satoshi_okada@example.ne.jp,0536-52-2194,070-9380-0774,470-5876,愛知県名古屋市中区栄1-2-21,Inter-Q5H-Mod,Inter,ノートPC,Varied,195541.62
201906020006-1,2019-06-02,C-000829,PUNR3,6,592440,2019-06-11,,配達済み,工藤 準,くどう じゅん,1984-10-16,男,kudou_325@example.jp,043-940-0717,080-2202-7810,277-1608,千葉県船橋市本町3-1-18ネオステージ615,Puter-K2-Mod,puter,ノートPC,Varied,100083.06
201906020008-1,2019-06-02,C-000977,VENB7,1,309800,2019-06-12,,配達済み,市野 ユウ,いちの ゆう,2000-07-09,男,yuuichino@example.co.jp,06-0861-3822,090-4978-2262,551-9290,大阪府大阪市東住吉区公園南矢田3-3-10サントピア706,Verge-U7-Mod,verge,ノートPC,Varied,319704.09
201906020010-1,2019-06-02,C-002182,ID16,1,16300,2019-06-10,,配達済み,寺澤 有規,てらさわ ゆき,2005-12-17,男,terasawa214@example.net,03-8404-3719,050-4793-2410,116-9951,東京都江東区南砂3-2-10,Display-16-Mod,ディスプレイ,周辺機器,Varied,16822.12
201906020011-1,2019-06-02,C-002463,TADB3,3,136026,2019-06-12,,配達済み,広崎 希,ひろさき のぞみ,1972-06-21,女,hirosaki91@example.com,092-810-4454,090-7441-3711,803-0387,福岡県古賀市天神1-3-16,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201906020013-1,2019-06-02,C-003463,INNB5,1,159800,2019-06-10,,配達済み,出川 洋輔,でがわ ようすけ,1974-12-31,男,degawa_yousuke@example.jp,0946-44-2075,080-1936-1655,839-7234,福岡県福岡市東区馬出3-5-602,Inter-Q5-Mod,Inter,ノートPC,Varied,166125.78
201906030000-1,2019-06-03,C-000686,CANB11,2,579800,2019-06-11,,配達済み,櫻井 淳,さくらい じゅん,1977-05-14,男,junsakurai@example.jp,01372-5-2466,070-1781-7139,043-0905,北海道札幌市東区北十七条東3-3-4ジークレフ511,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201906030000-2,2019-06-03,C-000686,TADB3,9,408078,2019-06-10,,配達済み,櫻井 淳,さくらい じゅん,1977-05-14,男,junsakurai@example.jp,01372-5-2466,070-1781-7139,043-0905,北海道札幌市東区北十七条東3-3-4ジークレフ511,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201906030000-3,2019-06-03,C-000686,TADB1,5,74850,2019-06-10,,配達済み,櫻井 淳,さくらい じゅん,1977-05-14,男,junsakurai@example.jp,01372-5-2466,070-1781-7139,043-0905,北海道札幌市東区北十七条東3-3-4ジークレフ511,Tablet-E1-Mod,Tab,タブレット,Varied,14402.28
201906030002-1,2019-06-03,C-000831,CANB7,3,689700,2019-06-14,,配達済み,冨田 貴子,とみた たかこ,1973-02-12,女,takako_tomita@example.org,03-6705-3511,070-0877-3032,184-4370,東京都墨田区東駒形2-2-6ハイム303,Caps-X5-Mod,caps,ノートPC,Varied,225820.49
201906030003-1,2019-06-03,C-001532,INDB7,4,739200,2019-06-08,,配達済み,田中 朝子,たなか ともこ,1974-01-20,女,tanaka_528@example.org,0982-92-3413,080-1918-6197,885-3793,宮崎県宮崎市大淀1-3-3,Inter-W5H-Mod,Inter,デスクトップ,Varied,180574.63
201906030004-1,2019-06-03,C-002084,ID23,3,59940,2019-06-17,,配達済み,寺田 ふみ,てらだ ふみ,1997-03-12,女,teradafumi@example.com,03-0224-8037,070-0146-4178,134-0526,東京都中央区日本橋室町4-1-4,Display-23-Mod,ディスプレイ,周辺機器,Varied,19078.54
201906030004-2,2019-06-03,C-002084,PUNW1,3,203400,2019-06-15,,配達済み,寺田 ふみ,てらだ ふみ,1997-03-12,女,teradafumi@example.com,03-0224-8037,070-0146-4178,134-0526,東京都中央区日本橋室町4-1-4,Puter-K1-Mod,puter,ノートPC,Varied,64450.21
201906030008-1,2019-06-03,C-002185,CADB5,2,389600,2019-06-10,,配達済み,郡司 友規,ぐんじ とものり,1989-03-25,男,tomonorigunji@example.jp,03-6544-4799,050-4499-4682,107-3134,東京都港区虎ノ門1-1-408,Caps-B3P-Mod,caps,デスクトップ,Varied,186028.05
201906030009-1,2019-06-03,C-002541,ZEDB3,1,155800,2019-06-13,,配達済み,神尾 陽子,かみお ようこ,1982-04-10,女,youkokamio@example.net,0944-26-2242,070-5431-2263,865-4705,熊本県熊本市南区田迎1-1-9,Zerace-L3-Mod,zerace,デスクトップ,Varied,157751.67
201906030010-1,2019-06-03,C-002563,VEDB5,1,224800,2019-06-10,,配達済み,高野 直人,たかの なおと,1973-05-13,男,takano116@example.net,03-3837-5100,050-1741-5397,137-2416,東京都中野区中央4-1-4,Verge-T5-Mod,verge,デスクトップ,Varied,217956.45
201906030013-1,2019-06-03,C-002820,CANB5,4,799200,2019-06-13,,配達済み,手塚 泰志,てづか やすし,1995-12-13,男,tezuka123@example.com,0184-44-1498,050-9795-8455,015-2621,秋田県秋田市中通3-3-5ディーレスティア412,Caps-A3P-Mod,caps,ノートPC,Varied,190952.26
201906030013-2,2019-06-03,C-002820,CADB15,2,1359600,2019-06-10,,配達済み,手塚 泰志,てづか やすし,1995-12-13,男,tezuka123@example.com,0184-44-1498,050-9795-8455,015-2621,秋田県秋田市中通3-3-5ディーレスティア412,Caps-XC10H-Mod,caps,デスクトップ,Varied,663456.74
201906030017-1,2019-06-03,C-003574,INNS1,4,299200,2019-06-11,,配達済み,徳重 なつ美,とくしげ なつみ,1992-11-23,女,tokushige_54@example.ne.jp,045-552-6517,090-1841-1574,245-3739,神奈川県横浜市緑区東本郷2-1-6,Inter-V1-Mod,Inter,ノートPC,Varied,76361.02
201906030018-1,2019-06-03,C-003690,CANB11,1,289900,2019-06-15,,配達済み,増本 勉,ますもと つとむ,1986-11-01,男,masumoto429@example.ne.jp,06-9590-4864,090-1033-1900,598-1900,大阪府大阪市北区豊崎1-1-1201サンフォーレ508,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201906040000-1,2019-06-04,C-001158,INDB5,2,309600,2019-06-13,,配達済み,佐久川 俊之,さくがわ としゆき,1978-05-29,男,sakugawa_1210@example.jp,0568-36-1682,090-7450-4129,466-1603,愛知県名古屋市港区宝神1-1-10エグゼ404,Inter-W5-Mod,Inter,デスクトップ,Varied,147225.28
201906040001-1,2019-06-04,C-003181,CANB11,8,2319200,2019-06-09,,配達済み,吉本 創,よしもと はじめ,1973-11-03,男,hajimeyoshimoto@example.com,03-8154-6080,050-1515-7385,134-5439,東京都文京区本駒込3-4-20,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201906060002-1,2019-06-06,C-000263,ID23,2,39960,2019-06-16,,配達済み,安田 りえ,やすだ りえ,1977-03-21,女,yasudarie@example.com,044-183-0895,090-2033-6240,251-3863,神奈川県相模原市緑区橋本1-1-9エミネンス614,Display-23-Mod,ディスプレイ,周辺機器,Varied,19078.54
201906060003-1,2019-06-06,C-001166,INNS9,1,219800,2019-06-17,,配達済み,大野 智希,おおの ともき,1983-04-14,女,ono_tomoki@example.co.jp,06-4184-0010,070-3890-3105,598-3594,大阪府大阪市東住吉区公園南矢田3-3-10,Inter-Q5HP-Mod,Inter,ノートPC,Varied,218356.48
201906060004-1,2019-06-06,C-002382,INNS9,4,879200,2019-06-16,,配達済み,永田 義之,ながた よしゆき,1998-11-22,男,nagata33@example.jp,0533-98-3560,090-0262-1943,473-6697,愛知県名古屋市港区多加良浦町3-3-6,Inter-Q5HP-Mod,Inter,ノートPC,Varied,218356.48
201906060005-1,2019-06-06,C-003286,ZENB3,2,309600,2019-06-17,,配達済み,広田 絵美,ひろた えみ,1997-06-25,その他・不明,hirota1230@example.ne.jp,06-0019-8035,080-5316-4841,533-6816,大阪府箕面市小野原東1-1-17グランアッシュ201,Zerace-J3-Mod,zerace,ノートPC,Varied,147824.95
201906060007-1,2019-06-06,C-003439,CADB5,4,779200,2019-06-17,,配達済み,中村 尚子,なかむら なおこ,1995-02-25,女,nakamuranaoko@example.org,06-5047-2570,070-8022-0169,578-2086,大阪府大阪市城東区成育1-2-10,Caps-B3P-Mod,caps,デスクトップ,Varied,186028.05
201906060008-1,2019-06-06,C-003469,ZENB5,1,173800,2019-06-18,,配達済み,江口 健太,えぐち けんた,1991-09-13,男,eguchi124@example.org,0226-79-0575,050-9067-2098,988-7776,宮城県仙台市宮城野区榴岡3-4-13,Zerace-J5-Mod,zerace,ノートPC,Varied,172066.72
201906070000-1,2019-06-07,C-001128,CANB1,2,259600,2019-06-18,,配達済み,岡島 智子,おかじま ともこ,2006-06-28,女,tomoko_okajima@example.ne.jp,03-9406-0069,080-1657-4502,196-6975,東京都千代田区麹町2-5-8,Caps-A1-Mod,caps,ノートPC,Varied,134700.16
201906070003-1,2019-06-07,C-001198,INNB1,7,523600,2019-06-18,,配達済み,池上 紀子,いけがみ のりこ,1999-07-21,女,ikegami317@example.com,03-3018-2289,070-8242-1571,111-3644,東京都港区六本木2-3-22,Inter-V1-Mod,Inter,ノートPC,Varied,74028.08
201906070005-1,2019-06-07,C-002169,PUDB3,6,539640,2019-06-15,,配達済み,高倉 康宏,たかくら やすひろ,1985-04-01,男,takakurayasuhiro@example.co.jp,0796-02-9935,080-3698-4079,676-4651,兵庫県尼崎市南塚口町2-4-905,Puter-M2-Mod,puter,デスクトップ,Varied,85668.97
201906070007-1,2019-06-07,C-002749,CANB11,2,579800,2019-06-18,,配達済み,山根 靖彦,やまね やすひこ,1977-07-24,男,yamaneyasuhiko@example.co.jp,0964-84-7127,070-0341-9877,866-3859,熊本県熊本市中央区国府1-1-9,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201906070008-1,2019-06-07,C-003155,CANB11,1,289900,2019-06-16,,配達済み,岩瀬 律,いわせ りつ,1985-07-31,男,iwase_919@example.org,03-6940-6841,080-0921-1777,156-5614,東京都中野区本町2-4-11,Caps-X5PH-Mod,caps,ノートPC,Varied,289640.81
201906080002-1,2019-06-08,C-000212,INNS5,3,479400,2019-06-19,,配達済み,奥田 侑子,おくだ ゆうこ,1989-07-23,女,okuda_yuuko@example.net,027-285-4361,070-7209-6460,375-4045,群馬県桐生市梅田町1-1-11パルムハウス201,Inter-Q5-Mod,Inter,ノートPC,Varied,159042.51
201906080003-1,2019-06-08,C-000242,VEDB11,1,399800,2019-06-18,,配達済み,村上 正人,むらかみ まさと,1998-09-10,男,murakami_masato@example.co.jp,03-8802-4657,070-7552-0155,129-9608,東京都墨田区向島1-2-18,Verge-T9H-Mod,verge,デスクトップ,Varied,414064.51
201906080004-1,2019-06-08,C-000540,IMU,1,1230,2019-06-19,,配達済み,田添 里沙,たぞえ りさ,1991-10-12,女,risatazoe@example.ne.jp,0563-36-7195,070-2667-5958,493-3568,愛知県名古屋市中村区名駅1-2-9,USBマウス-Mod,マウス,周辺機器,Varied,1219.23
201906080005-1,2019-06-08,C-000728,INNG5,4,679200,2019-06-17,,配達済み,小川 ひとみ,おがわ ひとみ,1980-07-13,女,ogawa34@example.co.jp,0948-65-5703,090-4714-2279,830-2383,福岡県福岡市早良区西新1-2-8クレアコート711,Inter-Q5-Mod,Inter,ノートPC,Varied,172618.51
201906080010-1,2019-06-08,C-001048,INDB5,0,0,2019-06-16,,配達済み,西口 のどか,にしぐち のどか,2001-09-10,女,nishiguchi_nodoka@example.com,06-8540-1950,080-2819-1899,554-3894,大阪府大阪市北区西天満4-3-10,Inter-W5-Mod,Inter,デスクトップ,Varied,147225.28
201906080010-2,2019-06-08,C-001048,VEDB5,1,224800,2019-06-19,,配達済み,西口 のどか,にしぐち のどか,2001-09-10,女,nishiguchi_nodoka@example.com,06-8540-1950,080-2819-1899,554-3894,大阪府大阪市北区西天満4-3-10,Verge-T5-Mod,verge,デスクトップ,Varied,217956.45
201906080013-1,2019-06-08,C-001301,IKU,3,8493,2019-06-19,,配達済み,山口 智哉,やまぐち ともや,1997-08-06,男,tomoya_yamaguchi@example.org,045-401-5744,090-6766-5633,242-5437,神奈川県茅ヶ崎市浜竹1-3-9,USBキーボード-Mod,キーボード,周辺機器,Varied,2752.26
201906080014-1,2019-06-08,C-001534,IMW,2,5074,2019-06-17,,配達済み,本田 奈々,ほんだ なな,2000-12-30,女,honda_525@example.org,0479-38-3504,080-3855-2001,299-5448,千葉県君津市南子安1-2-8サンハイツ605,ワイヤレスマウス-Mod,マウス,周辺機器,Varied,2469.81
201906080016-1,2019-06-08,C-001970,VENB3,5,1114000,2019-06-17,,配達済み,小栗 敏克,おぐり としかつ,1990-11-15,男,oguri_34@example.com,06-8165-6957,070-8351-3153,564-9351,大阪府大東市氷野3-1-6,Verge-U3-Mod,verge,ノートPC,Varied,229959.73
201906080020-1,2019-06-08,C-002251,INNS1,3,224400,2019-06-16,,配達済み,播磨 幸正,はりま ゆきまさ,1987-09-09,男,harima_1230@example.org,0246-57-1328,090-6715-0166,974-3870,福島県郡山市桑野1-2-5,Inter-V1-Mod,Inter,ノートPC,Varied,76361.02
201906080021-1,2019-06-08,C-002725,ZEDB5,0,0,2019-06-17,,配達済み,杉岡 健太郎,すぎおか けんたろう,1988-09-07,男,kentarou_sugioka@example.jp,0946-02-9573,090-8736-7617,831-3517,福岡県福岡市東区箱崎3-3-801,Zerace-L5-Mod,zerace,デスクトップ,Varied,174650.85
201906080022-1,2019-06-08,C-002733,CADB9,5,1599000,2019-06-16,,配達済み,柴田 桂,しばた けい,1983-02-12,女,kei_shibata@example.jp,09802-3-5193,090-7156-8122,904-6598,沖縄県宜野湾市嘉数3-4-11,Caps-XC5P-Mod,caps,デスクトップ,Varied,327832.2
201906080024-1,2019-06-08,C-002875,INDB7,1,184800,2019-06-18,,配達済み,菊池 その子,きくち そのこ,2005-09-15,女,sonoko_kikuchi@example.co.jp,0736-87-5404,050-4443-2317,644-6912,和歌山県和歌山市和歌浦東4-2-8ハイム810,Inter-W5H-Mod,Inter,デスクトップ,Varied,180574.63
201906080025-1,2019-06-08,C-003403,CADB11,5,1824000,2019-06-20,,配達済み,竹内 雅一,たけうち まさかず,2006-09-17,男,takeuchi_masakazu@example.com,03-0537-4756,080-5854-9097,118-8895,東京都杉並区南荻窪2-1-6グリーンスクエア708,Caps-XC5PH-Mod,caps,デスクトップ,Varied,349119.58
201906090001-1,2019-06-09,C-001970,VENB5,5,1349000,2019-06-19,,配達済み,小栗 敏克,おぐり としかつ,1990-11-15,男,oguri_34@example.com,06-8165-6957,070-8351-3153,564-9351,大阪府大東市氷野3-1-6,Verge-U5-Mod,verge,ノートPC,Varied,280578.1
201906100001-1,2019-06-10,C-000568,PUNB1,3,203400,2019-06-17,,配達済み,加藤 克也,かとう かつや,1985-04-16,男,kato1120@example.com,03-0989-0912,090-1962-5365,196-9182,東京都中央区日本橋本町2-5-1104,Puter-K1-Mod,puter,ノートPC,Varied,66344.46
201906100004-1,2019-06-10,C-000799,TADB3,2,90684,2019-06-21,,配達済み,藤本 和也,ふじもと かずや,1986-09-03,男,kazuya_fujimoto@example.co.jp,0575-58-5774,080-6869-1099,507-3116,岐阜県各務原市鵜沼羽場町1-3-3,Tablet-E2-Mod,Tab,タブレット,Varied,45832.76
201906100007-1,2019-06-10,C-001050,IMW,4,10148,2019-06-18,,配達済み,中本 康宏,なかもと やすひろ,1981-08-19,その他・不明,yasuhironakamoto@example.ne.jp,0966-83-3228,090-6831-1911,861-9742,熊本県熊本市中央区大江2-2-6,ワイヤレスマウス-Mod,マウス,周辺機器,Varied,2469.81
201906100010-1,2019-06-10,C-001271,ID23,1,19980,2019-06-21,,配達済み,川崎 陽介,かわさき ようすけ,1991-01-20,男,kawasakiyousuke@example.jp,049-236-8247,080-4648-5949,330-7764,埼玉県さいたま市南区白幡2-4-22,Display-23-Mod,ディスプレイ,周辺機器,Varied,19078.54
201906100013-1,2019-06-10,C-001281,CADB7,5,1174000,2019-06-18,,配達済み,大倉 恵里子,おおくら えりこ,1976-04-27,女,okuraeriko@example.org,04-8286-9311,070-8496-2859,278-4404,千葉県四街道市めいわ2-2-7フェルティパーク804,Caps-XC5-Mod,caps,デスクトップ,Varied,227729.38
201906100013-2,2019-06-10,C-001281,PUDB1,10,718000,2019-06-21,,配達済み,大倉 恵里子,おおくら えりこ,1976-04-27,女,okuraeriko@example.org,04-8286-9311,070-8496-2859,278-4404,千葉県四街道市めいわ2-2-7フェルティパーク804,Puter-M1-Mod,puter,デスクトップ,Varied,74121.66
